bitrate,framerate,width,height,latency,throughput,packetloss,vr_exp,gaming_freq,SI,TI,pred
10,72,2880,1568,583,30,0,1,3,48.04,40.5,1.34
11,72,2880,1568,583,30,0,1,3,48.04,40.5,1.34
12,72,2880,1568,583,30,0,1,3,48.04,40.5,1.34
13,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
14,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
15,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
16,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
17,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
18,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
19,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
20,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
21,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
22,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
23,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
24,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
25,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
26,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
27,72,2880,1568,583,30,0,1,3,48.04,40.5,1.33
28,72,2880,1568,583,30,0,1,3,48.04,40.5,1.34
29,72,2880,1568,583,30,0,1,3,48.04,40.5,1.34
30,72,2880,1568,583,30,0,1,3,48.04,40.5,1.34
2,72,2880,1568,583,30,0,1,3,45.27,37.92,1.85
3,72,2880,1568,583,30,0,1,3,45.27,37.92,1.85
4,72,2880,1568,583,30,0,1,3,45.27,37.92,1.85
5,72,2880,1568,583,30,0,1,3,45.27,37.92,1.86
6,72,2880,1568,583,30,0,1,3,45.27,37.92,1.86
7,72,2880,1568,583,30,0,1,3,45.27,37.92,1.86
8,72,2880,1568,583,30,0,1,3,45.27,37.92,1.86
9,72,2880,1568,583,30,0,1,3,45.27,37.92,1.86
10,72,2880,1568,583,30,0,1,3,45.27,37.92,1.86
11,72,2880,1568,583,30,0,1,3,45.27,37.92,1.86
12,72,2880,1568,583,30,0,1,3,45.27,37.92,1.86
13,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
14,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
15,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
16,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
17,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
18,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
19,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
20,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
21,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
22,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
23,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
24,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
25,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
26,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
27,72,2880,1568,583,30,0,1,3,45.27,37.92,1.87
28,72,2880,1568,583,30,0,1,3,45.27,37.92,1.86
29,72,2880,1568,583,30,0,1,3,45.27,37.92,1.86
30,72,2880,1568,583,30,0,1,3,45.27,37.92,1.86
2,72,2880,1568,583,36,0,0,1,35.72,24.41,1.94
3,72,2880,1568,583,36,0,0,1,35.72,24.41,1.94
4,72,2880,1568,583,36,0,0,1,35.72,24.41,1.94
5,72,2880,1568,583,36,0,0,1,35.72,24.41,1.95
6,72,2880,1568,583,36,0,0,1,35.72,24.41,1.95
7,72,2880,1568,583,36,0,0,1,35.72,24.41,1.95
8,72,2880,1568,583,36,0,0,1,35.72,24.41,1.95
9,72,2880,1568,583,36,0,0,1,35.72,24.41,1.95
10,72,2880,1568,583,36,0,0,1,35.72,24.41,1.95
11,72,2880,1568,583,36,0,0,1,35.72,24.41,1.95
12,72,2880,1568,583,36,0,0,1,35.72,24.41,1.95
13,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
14,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
15,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
16,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
17,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
18,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
19,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
20,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
21,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
22,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
23,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
24,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
25,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
26,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
27,72,2880,1568,583,36,0,0,1,35.72,24.41,1.96
28,72,2880,1568,583,36,0,0,1,35.72,24.41,1.95
29,72,2880,1568,583,36,0,0,1,35.72,24.41,1.95
30,72,2880,1568,583,36,0,0,1,35.72,24.41,1.95
31,72,2880,1568,583,36,0,0,1,35.72,24.41,1.95
32,72,2880,1568,583,36,0,0,1,35.72,24.41,1.95
2,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
3,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
4,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
5,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
6,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
7,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
8,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
9,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
10,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
11,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
12,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
13,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
14,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
15,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
16,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
17,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
18,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
19,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
20,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
21,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
22,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
23,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
24,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
25,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
26,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
27,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
28,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
29,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
30,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
31,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
32,72,2880,1568,583,36,0,0,1,48.04,40.5,1.38
2,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
3,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
4,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
5,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
6,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
7,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
8,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
9,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
10,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
11,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
12,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
13,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
14,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
15,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
16,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
17,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
18,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
19,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
20,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
21,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
22,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
23,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
24,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
25,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
26,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
27,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
28,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
29,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
30,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
31,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
32,72,2880,1568,583,36,0,0,1,45.27,37.92,1.61
2,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
3,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
4,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
5,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
6,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
7,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
8,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
9,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
10,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
11,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
12,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
13,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
14,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
15,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
16,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
17,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
18,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
19,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
20,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
21,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
22,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
23,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
24,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
25,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
26,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
27,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
28,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
29,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
30,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
31,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
32,72,2880,1568,583,36,0,0,2,35.72,24.41,1.94
2,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
3,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
4,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
5,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
6,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
7,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
8,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
9,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
10,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
11,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
12,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
13,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
14,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
15,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
16,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
17,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
18,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
19,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
20,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
21,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
22,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
23,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
24,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
25,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
26,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
27,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
28,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
29,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
30,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
31,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
32,72,2880,1568,583,36,0,0,2,48.04,40.5,1.36
2,72,2880,1568,583,36,0,0,2,45.27,37.92,1.58
3,72,2880,1568,583,36,0,0,2,45.27,37.92,1.58
4,72,2880,1568,583,36,0,0,2,45.27,37.92,1.58
5,72,2880,1568,583,36,0,0,2,45.27,37.92,1.59
6,72,2880,1568,583,36,0,0,2,45.27,37.92,1.59
7,72,2880,1568,583,36,0,0,2,45.27,37.92,1.59
8,72,2880,1568,583,36,0,0,2,45.27,37.92,1.59
9,72,2880,1568,583,36,0,0,2,45.27,37.92,1.59
10,72,2880,1568,583,36,0,0,2,45.27,37.92,1.59
11,72,2880,1568,583,36,0,0,2,45.27,37.92,1.59
12,72,2880,1568,583,36,0,0,2,45.27,37.92,1.59
13,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
14,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
15,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
16,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
17,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
18,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
19,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
20,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
21,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
22,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
23,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
24,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
25,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
26,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
27,72,2880,1568,583,36,0,0,2,45.27,37.92,1.6
28,72,2880,1568,583,36,0,0,2,45.27,37.92,1.59
29,72,2880,1568,583,36,0,0,2,45.27,37.92,1.59
30,72,2880,1568,583,36,0,0,2,45.27,37.92,1.59
31,72,2880,1568,583,36,0,0,2,45.27,37.92,1.59
32,72,2880,1568,583,36,0,0,2,45.27,37.92,1.59
2,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
3,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
4,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
5,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
6,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
7,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
8,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
9,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
10,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
11,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
12,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
13,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
14,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
15,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
16,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
17,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
18,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
19,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
20,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
21,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
22,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
23,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
24,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
25,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
26,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
27,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
28,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
29,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
30,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
31,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
32,72,2880,1568,583,36,0,0,3,35.72,24.41,2.01
2,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
3,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
4,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
5,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
6,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
7,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
8,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
9,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
10,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
11,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
12,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
13,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
14,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
15,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
16,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
17,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
18,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
19,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
20,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
21,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
22,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
23,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
24,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
25,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
26,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
27,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
28,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
29,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
30,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
31,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
32,72,2880,1568,583,36,0,0,3,48.04,40.5,1.38
2,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
3,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
4,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
5,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
6,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
7,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
8,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
9,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
10,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
11,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
12,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
13,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
14,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
15,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
16,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
17,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
18,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
19,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
20,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
21,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
22,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
23,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
24,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
25,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
26,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
27,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
28,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
29,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
30,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
31,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
32,72,2880,1568,583,36,0,0,3,45.27,37.92,1.78
2,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
3,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
4,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
5,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
6,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
7,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
8,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
9,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
10,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
11,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
12,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
13,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
14,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
15,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
16,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
17,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
18,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
19,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
20,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
21,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
22,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
23,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
24,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
25,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
26,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
27,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
28,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
29,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
30,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
31,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
32,72,2880,1568,583,36,0,1,1,35.72,24.41,2.09
2,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
3,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
4,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
5,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
6,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
7,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
8,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
9,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
10,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
11,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
12,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
13,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
14,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
15,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
16,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
17,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
18,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
19,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
20,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
21,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
22,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
23,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
24,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
25,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
26,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
27,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
28,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
29,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
30,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
31,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
32,72,2880,1568,583,36,0,1,1,48.04,40.5,1.41
2,72,2880,1568,583,36,0,1,1,45.27,37.92,1.7
3,72,2880,1568,583,36,0,1,1,45.27,37.92,1.7
4,72,2880,1568,583,36,0,1,1,45.27,37.92,1.7
5,72,2880,1568,583,36,0,1,1,45.27,37.92,1.71
6,72,2880,1568,583,36,0,1,1,45.27,37.92,1.71
7,72,2880,1568,583,36,0,1,1,45.27,37.92,1.71
8,72,2880,1568,583,36,0,1,1,45.27,37.92,1.71
9,72,2880,1568,583,36,0,1,1,45.27,37.92,1.71
10,72,2880,1568,583,36,0,1,1,45.27,37.92,1.71
11,72,2880,1568,583,36,0,1,1,45.27,37.92,1.71
12,72,2880,1568,583,36,0,1,1,45.27,37.92,1.71
13,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
14,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
15,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
16,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
17,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
18,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
19,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
20,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
21,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
22,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
23,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
24,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
25,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
26,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
27,72,2880,1568,583,36,0,1,1,45.27,37.92,1.72
28,72,2880,1568,583,36,0,1,1,45.27,37.92,1.71
29,72,2880,1568,583,36,0,1,1,45.27,37.92,1.71
30,72,2880,1568,583,36,0,1,1,45.27,37.92,1.71
31,72,2880,1568,583,36,0,1,1,45.27,37.92,1.71
32,72,2880,1568,583,36,0,1,1,45.27,37.92,1.71
2,72,2880,1568,583,36,0,1,2,35.72,24.41,2.05
3,72,2880,1568,583,36,0,1,2,35.72,24.41,2.05
4,72,2880,1568,583,36,0,1,2,35.72,24.41,2.05
5,72,2880,1568,583,36,0,1,2,35.72,24.41,2.06
6,72,2880,1568,583,36,0,1,2,35.72,24.41,2.06
7,72,2880,1568,583,36,0,1,2,35.72,24.41,2.06
8,72,2880,1568,583,36,0,1,2,35.72,24.41,2.06
9,72,2880,1568,583,36,0,1,2,35.72,24.41,2.06
10,72,2880,1568,583,36,0,1,2,35.72,24.41,2.06
11,72,2880,1568,583,36,0,1,2,35.72,24.41,2.06
12,72,2880,1568,583,36,0,1,2,35.72,24.41,2.06
13,72,2880,1568,583,36,0,1,2,35.72,24.41,2.07
14,72,2880,1568,583,36,0,1,2,35.72,24.41,2.07
15,72,2880,1568,583,36,0,1,2,35.72,24.41,2.07
